filename,label
img_0152.png,2
img_0153.png,2
img_0154.png,1
img_0155.png,2
img_0156.png,2
img_0157.png,2
img_0158.png,1
img_0159.png,2
img_0160.png,2
img_0161.png,1
img_0162.png,1
img_0163.png,0
img_0164.png,0
img_0165.png,2
img_0166.png,2
img_0167.png,2
img_0168.png,0
img_0169.png,2
img_0170.png,1
img_0171.png,1
img_0172.png,2
img_0173.png,2
img_0174.png,0
img_0175.png,1
img_0176.png,0
img_0177.png,0
img_0178.png,2
img_0179.png,2
img_0180.png,0
img_0181.png,0
img_0182.png,2
img_0183.png,0
img_0184.png,2
img_0185.png,0
img_0186.png,1
img_0187.png,0
img_0188.png,2
img_0189.png,2
img_0190.png,1
img_0191.png,0
img_0192.png,1
img_0193.png,0
img_0194.png,2
img_0195.png,1
img_0196.png,2
img_0197.png,2
img_0198.png,0
img_0199.png,1
img_0200.png,1
img_0201.png,0
img_0202.png,1
img_0203.png,0
img_0204.png,0
img_0205.png,2
img_0206.png,0
img_0207.png,2
img_0208.png,0
img_0209.png,2
img_0210.png,0
img_0211.png,1
img_0212.png,0
img_0213.png,2
img_0214.png,2
img_0215.png,2
img_0216.png,0
img_0217.png,1
img_0218.png,1
img_0219.png,1
img_0220.png,2
img_0221.png,1
img_0222.png,0
img_0223.png,2
img_0224.png,2
img_0225.png,2
img_0226.png,2
img_0227.png,1
img_0228.png,2
img_0229.png,0
img_0230.png,0
img_0231.png,1
img_0232.png,0
img_0233.png,1
img_0234.png,0
img_0235.png,2
img_0236.png,1
img_0237.png,1
img_0238.png,1
img_0239.png,0
img_0240.png,1
img_0241.png,2
img_0242.png,1
img_0243.png,0
img_0244.png,0
img_0245.png,2
img_0246.png,1
img_0247.png,0
img_0248.png,2
img_0249.png,1
img_0250.png,1
img_0251.png,2
img_0252.png,1
img_0253.png,0
img_0254.png,1
img_0255.png,2
img_0256.png,1
img_0257.png,1
img_0258.png,2
img_0259.png,2
img_0260.png,0
img_0261.png,0
img_0262.png,0
img_0263.png,2
img_0264.png,2
img_0265.png,0
img_0266.png,1
img_0267.png,2
img_0268.png,2
img_0269.png,0
img_0270.png,2
img_0271.png,1
img_0272.png,2
img_0273.png,1
img_0274.png,1
img_0275.png,2
img_0276.png,0
img_0277.png,1
img_0278.png,0
img_0279.png,2
img_0280.png,0
img_0281.png,0
img_0282.png,2
img_0283.png,1
img_0284.png,0
img_0285.png,0
img_0286.png,0
img_0287.png,0
img_0288.png,1
img_0289.png,1
img_0290.png,0
img_0291.png,0
img_0292.png,0
img_0293.png,1
img_0294.png,2
img_0295.png,1
img_0296.png,1
img_0297.png,2
img_0298.png,2
img_0299.png,1
img_0300.png,0
img_0301.png,2
img_0302.png,2
img_0303.png,0
img_0304.png,1
img_0305.png,1
img_0306.png,1
img_0307.png,0
img_0308.png,0
img_0309.png,0
img_0310.png,2
img_0311.png,0
img_0312.png,0
img_0313.png,1
img_0314.png,0
img_0315.png,0
img_0316.png,0
img_0317.png,2
img_0318.png,0
img_0319.png,1
img_0320.png,0
img_0321.png,0
img_0322.png,2
img_0323.png,1
img_0324.png,0
img_0325.png,0
img_0326.png,0
img_0327.png,1
img_0328.png,0
img_0329.png,2
img_0330.png,1
img_0331.png,0
img_0332.png,0
img_0333.png,1
img_0334.png,0
img_0335.png,0
img_0336.png,2
img_0337.png,1
img_0338.png,2
img_0339.png,0
img_0340.png,0
img_0341.png,0
img_0342.png,0
img_0343.png,0
img_0344.png,0
img_0345.png,2
img_0346.png,0
img_0347.png,1
img_0348.png,2
img_0349.png,1
img_0350.png,1
img_0351.png,1
img_0352.png,0
img_0353.png,2
img_0354.png,2
img_0355.png,0
img_0356.png,0
img_0357.png,1
img_0358.png,0
img_0359.png,2
img_0360.png,1
img_0361.png,0
img_0362.png,0
img_0363.png,0
img_0364.png,2
img_0365.png,0
img_0366.png,2
img_0367.png,2
img_0368.png,2
img_0369.png,2
img_0370.png,0
img_0371.png,1
img_0372.png,1
img_0373.png,2
img_0374.png,2
img_0375.png,0
img_0376.png,1
img_0377.png,1
img_0378.png,0
img_0379.png,0
img_0380.png,2
img_0381.png,2
img_0382.png,1
img_0383.png,0
img_0384.png,0
img_0385.png,2
img_0386.png,1
img_0387.png,1
img_0388.png,1
img_0389.png,2
img_0390.png,1
img_0391.png,2
img_0392.png,0
img_0393.png,0
img_0394.png,0
img_0395.png,2
img_0396.png,2
img_0397.png,0
img_0398.png,0
img_0399.png,0
img_0400.png,1
img_0401.png,1
img_0402.png,0
img_0403.png,0
img_0404.png,1
img_0405.png,1
img_0406.png,2
img_0407.png,2
img_0408.png,0
img_0409.png,2
img_0410.png,2
img_0411.png,1
img_0412.png,0
img_0413.png,2
img_0414.png,2
img_0415.png,0
img_0416.png,0
img_0417.png,0
img_0418.png,1
img_0419.png,1
img_0420.png,1
img_0421.png,0
img_0422.png,0
img_0423.png,1
img_0424.png,2
img_0425.png,2
img_0426.png,2
img_0427.png,1
img_0428.png,2
img_0429.png,0
img_0430.png,2
img_0431.png,2
img_0432.png,0
img_0433.png,1
img_0434.png,2
img_0435.png,0
img_0436.png,2
img_0437.png,0
img_0438.png,0
img_0439.png,0
img_0440.png,2
img_0441.png,0
img_0442.png,2
img_0443.png,0
img_0444.png,1
img_0445.png,0
img_0446.png,0
img_0447.png,0
img_0448.png,1
img_0449.png,2
img_0450.png,2
img_0451.png,1
img_0452.png,0
img_0453.png,1
img_0454.png,1
img_0455.png,0
img_0456.png,2
img_0457.png,1
img_0458.png,0
img_0459.png,2
img_0460.png,1
img_0461.png,2
img_0462.png,1
img_0463.png,2
img_0464.png,1
img_0465.png,2
img_0466.png,2
img_0467.png,2
img_0468.png,1
img_0469.png,1
img_0470.png,1
img_0471.png,2
img_0472.png,0
img_0473.png,1
img_0474.png,1
img_0475.png,0
img_0476.png,0
img_0477.png,2
img_0478.png,1
img_0479.png,0
img_0480.png,0
img_0481.png,2
img_0482.png,0
img_0483.png,2
img_0484.png,0
img_0485.png,0
img_0486.png,0
img_0487.png,0
img_0488.png,1
img_0489.png,0
img_0490.png,1
img_0491.png,0
img_0492.png,0
img_0493.png,2
img_0494.png,1
img_0495.png,1
img_0496.png,2
img_0497.png,0
img_0498.png,0
img_0499.png,2
